Name,X,Y,Z,DeltaX,DeltaY,DeltaZ,Alpha,Kuant
R6,0.1922343,0.5109273,1.468291,0.01224633,0.000603795,0.001461983,2.822634983,1
R6,0.2652693,0.512298,1.47075,0.07303505,0.001370728,0.002459168,1.075205807,1
R6,0.2730365,0.5120775,1.472646,0.0077672,-0.000220478,0.001896024,358.3740544,8
R6,0.2838563,0.5100183,1.472382,0.01081973,-0.002059221,-0.000264645,349.2242871,8
R6,0.2956133,0.5064995,1.474801,0.01175699,-0.00351876,0.002419353,343.3380374,8
R6,0.3075872,0.5006276,1.475971,0.01197395,-0.005871892,0.001169443,333.8771812,8
R6,0.3197872,0.4988825,1.477425,0.01220003,-0.001745135,0.001454115,351.859434,8
R6,0.3297353,0.4929203,1.480838,0.009948105,-0.005962163,0.003413677,329.0646257,8
R6,0.3384275,0.486437,1.483586,0.008692116,-0.006483346,0.002748132,323.2811802,8
R6,0.3451566,0.4792712,1.486254,0.006729096,-0.00716579,0.002667904,313.199878,7
R6,0.3545268,0.476253,1.487692,0.009370267,-0.0030182,0.001438141,342.1460453,8
R6,0.4042581,0.4125261,1.50802,0.04973125,-0.06372693,0.02032769,307.9677809,7
R6,0.4074517,0.4033367,1.509018,0.003193587,-0.009189367,0.000998259,289.163908,7
R6,0.4127171,0.3950143,1.508911,0.005265445,-0.008322388,-0.00010705,302.3208985,7
R6,0.4151574,0.3852631,1.508683,0.002440274,-0.009751201,-0.000228405,284.0499228,7
R6,0.4189495,0.3764245,1.509958,0.003792077,-0.008838594,0.00127542,293.2210852,7
R6,0.4222813,0.3650582,1.511678,0.00333184,-0.01136628,0.001719952,286.3376404,7
R6,0.3992924,0.3422267,1.513351,-0.02298892,-0.02283153,0.001672268,224.8031938,6
R6,0.3846304,0.2755196,1.515609,-0.014662,-0.0667071,0.002258301,257.6036928,6
R7,-0.03158069,0.2408706,1.490141,-0.03158069,0.2408706,1.490141,97.46947865,3
R7,-0.03188992,0.242418,1.490656,-0.000309229,0.001547396,0.000515342,101.3010207,3
R7,-0.03140059,0.2458635,1.491142,0.000489328,0.003445536,0.000486255,81.91702144,2
R7,-0.03163401,0.2500317,1.49147,-0.000233416,0.004168227,0.000328183,93.20514451,3
R7,-0.03112017,0.2541065,1.490334,0.000513837,0.004074782,-0.001136184,82.81284375,2
R7,-0.02936849,0.2554284,1.489905,0.001751682,0.001321882,-0.000429034,37.03951236,1
R7,-0.01966271,0.2683422,1.481694,0.009705778,0.01291382,-0.008211255,53.0721828,2
R7,-0.01671965,0.2718056,1.478896,0.002943059,0.003463358,-0.002797842,49.6431026,2
R7,-0.01423685,0.2749017,1.478084,0.002482803,0.003096104,-0.000811815,51.27345497,2
R7,-0.007337038,0.2831752,1.475062,0.00689981,0.008273482,-0.003022313,50.17301277,2
R7,-0.003040606,0.2875565,1.47375,0.004296431,0.004381359,-0.001312017,45.56072579,2
R7,0.000282716,0.2920586,1.473618,0.003323322,0.004502118,-0.000132084,53.56642216,2
R7,0.005724298,0.3009819,1.473906,0.005441583,0.008923292,0.000288367,58.62441452,2
R7,0.01076418,0.307133,1.473163,0.005039881,0.00615105,-0.000743628,50.67042189,2
