Name,X,Y,Z,DeltaX,DeltaY,DeltaZ,Alpha,Kuant
R6,0.3008747,0.2898819,1.469877,0.007278025,-0.002239674,0.002477646,342.8952452,8
R6,0.3042988,0.2891593,1.470529,0.003424078,-0.000722617,0.000651479,348.0831704,8
R6,0.3081144,0.2884833,1.470899,0.003815621,-0.000676036,0.000370145,349.9528367,8
R6,0.3129789,0.289106,1.470931,0.004864424,0.00062269,3.22E-05,7.29469958,1
R6,0.3146795,0.2880948,1.470731,0.00170064,-0.001011223,-0.000199676,329.2637245,8
R6,0.3184373,0.2883114,1.469892,0.003757775,0.000216663,-0.00083971,3.299862572,1
R6,0.3217193,0.2883776,1.469918,0.003282011,6.61E-05,2.62E-05,1.154333297,1
R6,0.3253603,0.2881585,1.469945,0.003641039,-0.000219017,2.67E-05,356.5576681,8
R6,0.3442644,0.2863089,1.470954,0.01890403,-0.001849622,0.001008868,354.4118112,8
R6,0.3728148,0.264519,1.4791,0.02855042,-0.02178991,0.008146524,322.6488355,8
R6,0.3749396,0.2627347,1.480927,0.002124816,-0.001784265,0.001826525,319.9789186,8
R6,0.3782118,0.2623962,1.482353,0.003272235,-0.000338584,0.001426697,354.0925226,8
R6,0.3792889,0.2609369,1.483783,0.001077116,-0.001459241,0.001430035,306.4323111,7
R6,0.3804973,0.260693,1.484203,0.001208335,-0.000243932,0.000419736,348.5868358,8
R6,0.382466,0.2717482,1.486508,0.001968771,0.01105517,0.002304435,79.90228415,2
R6,0.3833898,0.2714494,1.487808,0.000923783,-0.000298739,0.001300812,342.079511,8
R7,-0.02759839,0.2830569,1.501039,-0.02759839,0.2830569,1.501039,95.5688057,3
R7,-0.02445138,0.2854037,1.495133,0.00314701,0.002346843,-0.005905509,36.71327037,1
R7,-0.02254351,0.288179,1.494055,0.00190787,0.002775341,-0.001078367,55.4939575,2
R7,-0.02013363,0.2881963,1.493426,0.002409874,1.72E-05,-0.000629187,0.409542321,1
R7,-0.01845678,0.290796,1.491757,0.001676856,0.002599686,-0.001669168,57.17707295,2
R7,0.03225169,0.2913337,1.485737,0.05070847,0.000537723,-0.006019115,0.607553746,1
R7,0.03567744,0.2898583,1.486883,0.003425755,-0.001475394,0.001145363,336.6995653,8
R7,0.04003999,0.2896167,1.487144,0.004362542,-0.000241578,0.000260711,356.8304592,8
R7,0.04473356,0.2898065,1.488093,0.004693571,0.000189841,0.000949621,2.316179078,1
R7,0.05157056,0.2907934,1.487981,0.006837003,0.000986874,-0.000112176,8.213520348,1
R7,0.05746846,0.2932716,1.490142,0.005897902,0.002478153,0.002161264,22.79094519,1
R7,0.09245594,0.2953974,1.498628,0.03498748,0.002125859,0.008485675,3.477049143,1
