Name,X,Y,Z,DeltaX,DeltaY,DeltaZ,Alpha,Kuant
R6,0.3545283,0.2782289,1.493539,-0.01099202,0.003464013,0.00138557,162.5083334,4
R6,0.3470049,0.2816657,1.49459,-0.007523447,0.003436834,0.001051068,155.4483018,4
R6,0.3391353,0.2852869,1.496257,-0.007869542,0.003621131,0.001666903,155.2907096,4
R6,0.3317806,0.2878533,1.497548,-0.007354736,0.002566397,0.001291037,160.7638313,4
R6,0.2794792,0.2976457,1.502468,-0.05230138,0.009792387,0.004920006,169.3952903,4
R6,0.2114772,0.2985635,1.502997,-0.06800203,0.000917882,0.000529289,179.2266767,5
R6,0.2006395,0.2980912,1.502504,-0.01083769,-0.000472367,-0.000493646,182.4956891,5
R6,0.1901258,0.2978557,1.502688,-0.01051374,-0.000235498,0.000184059,181.2831576,5
R6,0.1786277,0.2969978,1.501288,-0.01149803,-0.00085786,-0.001400113,184.2668916,5
R6,0.1682171,0.2966559,1.500413,-0.01041064,-0.000341892,-0.000874877,181.8809547,5
R6,0.1544091,0.2963564,1.501315,-0.01380803,-0.000299573,0.000902534,181.2428689,5
R6,0.1436418,0.2963945,1.499947,-0.0107673,3.82E-05,-0.001367927,179.7968517,5
R6,0.131792,0.2953383,1.498092,-0.01184982,-0.001056194,-0.001855493,185.0934077,5
R6,0.1191899,0.295526,1.49643,-0.01260211,0.000187695,-0.001662135,179.1467035,5
R7,0.4217714,0.2455825,1.481623,0.006895036,-0.002790198,-0.000872016,337.9684135,8
R7,0.4289227,0.2463384,1.480965,0.007151276,0.000755936,-0.000658512,6.034124437,1
R7,0.4366093,0.2460629,1.48098,0.007686585,-0.000275567,1.53E-05,357.9468023,8
R7,0.4437477,0.2459832,1.479813,0.007138401,-7.96E-05,-0.001167178,359.3607489,8
R7,0.4515214,0.2469252,1.480177,0.007773757,0.000941992,0.000364304,6.909180379,1
R7,0.4564161,0.2468014,1.480635,0.004894644,-0.000123829,0.000457883,358.5507949,8
R7,0.4711935,0.2474224,1.48094,0.01477739,0.000621066,0.000304818,2.406615951,1
R7,0.4791803,0.2479316,1.48142,0.007986814,0.000509188,0.000480175,3.647871371,1
R7,0.5019893,0.2491467,1.482427,0.02280903,0.001215026,0.001006603,3.049236438,1
R7,0.5091895,0.2497763,1.482503,0.007200181,0.000629678,7.67E-05,4.997979814,1
R7,0.5141898,0.2519213,1.482468,0.005000293,0.002144933,-3.56E-05,23.21746748,1
