Name,X,Y,Z,DeltaX,DeltaY,Alpha,Kuant
R6,0.5240014,-0.03910549,1.453511,-0.0074672,-0.0076036,225.5185479,6
R6,0.4983263,-0.05587922,1.455544,-0.0256751,-0.01677373,213.1568781,5
R6,0.4871337,-0.06069168,1.456448,-0.0111926,-0.00481246,203.2661581,5
R6,0.3638433,-0.08360881,1.478487,-0.1232904,-0.02291713,190.529922,5
R6,0.3541874,-0.08161137,1.481101,-0.0096559,0.00199744,168.3125223,4
R6,0.3425654,-0.0782962,1.481624,-0.011622,0.00331517,164.0792261,4
R6,0.3263358,-0.07404459,1.483438,-0.0162296,0.00425161,165.3203016,4
R6,0.3138631,-0.06947961,1.484419,-0.0124727,0.00456498,159.8974885,4
R6,0.2941234,-0.06467844,1.484303,-0.0197397,0.00480117,166.3297305,4
R6,0.2803798,-0.05914845,1.485002,-0.0137436,0.00552999,158.0817052,4
R6,0.1307253,0.08021266,1.480134,-0.1496545,0.13936111,137.0397467,4
R6,0.1202621,0.09093063,1.477869,-0.0104632,0.01071797,134.3108718,4
R6,0.1184074,0.1140597,1.475622,-0.0018547,0.02312907,94.58468853,3
R6,0.1142862,0.1280403,1.473284,-0.0041212,0.0139806,106.4244578,3
R6,0.1100511,0.1413818,1.470716,-0.0042351,0.0133415,107.6114198,3
R6,0.1082416,0.1547306,1.46869,-0.0018095,0.0133488,97.71968986,3
R6,0.106932,0.1654969,1.467436,-0.0013096,0.0107663,96.93531978,3
R6,0.1133148,0.2125172,1.46161,0.0063828,0.0470203,82.26959989,2
R6,0.1159444,0.2223149,1.460752,0.0026296,0.0097977,74.9764637,2
R7,0.3705876,0.3577241,1.436349,0.2546432,0.1354092,28.00228187,1
R7,0.3958101,0.3491941,1.429678,0.0252225,-0.00853,341.3149717,8
R7,0.4102258,0.3415663,1.424417,0.0144157,-0.0076278,332.115276,8
R7,0.4251212,0.3339945,1.420388,0.0148954,-0.0075718,333.0543382,8
R7,0.4409469,0.3252843,1.416429,0.0158257,-0.0087102,331.1723507,8
R7,0.4694206,0.3011293,1.408631,0.0284737,-0.024155,319.6911686,8
R7,0.4822014,0.2864124,1.404857,0.0127808,-0.0147169,310.9724781,7
R7,0.4948815,0.271307,1.403435,0.0126801,-0.0151054,310.0114934,7
R7,0.5048633,0.2548557,1.400932,0.0099818,-0.0164513,301.2472154,7
R7,0.5140358,0.2385991,1.400631,0.0091725,-0.0162566,299.4330982,7
R7,0.5183458,0.2225967,1.399583,0.00431,-0.0160024,285.074035,7
R7,0.5224792,0.2080658,1.400618,0.0041334,-0.0145309,285.8787142,7
R7,0.5255871,0.1949693,1.399299,0.0031079,-0.0130965,283.3497871,7
R7,0.5263122,0.1796025,1.400377,0.0007251,-0.0153668,272.7015629,7
R7,0.5282869,0.1653195,1.401638,0.0019747,-0.014283,277.8715429,7
R7,0.5270987,0.1513222,1.403517,-0.0011882,-0.0139973,265.1479196,6
R7,0.5238375,0.1364377,1.404817,-0.0032612,-0.0148845,257.6417541,6
R7,0.5196071,0.1202568,1.404922,-0.0042304,-0.0161809,255.3483122,6
R7,0.5157658,0.1038516,1.407259,-0.0038413,-0.0164052,256.8215359,6
R7,0.5090989,0.08832676,1.409067,-0.0066669,-0.01552484,246.7596515,6
R7,0.5026591,0.07523285,1.411494,-0.0064398,-0.01309391,243.8112828,6
R7,0.4978207,0.06190102,1.413155,-0.0048384,-0.01333183,250.0531064,6
R7,0.4426462,0.008895312,1.43088,-0.0551745,-0.053005708,223.8514906,5
R7,0.4375092,0.003458909,1.435358,-0.005137,-0.005436403,226.6219892,6
R7,0.2956254,-0.008227641,1.466857,-0.1418838,-0.01168655,184.7086552,5
R7,0.2827781,-0.004325127,1.467958,-0.0128473,0.003902514,163.1032426,4
R7,0.2670913,0.000998445,1.469386,-0.0156868,0.005323572,161.2545167,4
R7,0.2494443,0.008008827,1.470518,-0.017647,0.007010382,158.3342377,4
R7,0.23392,0.0156172,1.470203,-0.0155243,0.007608373,153.8907831,4
R7,0.2183756,0.02390748,1.471899,-0.0155444,0.00829028,151.9277044,4
R7,0.1941036,0.05836029,1.470059,-0.024272,0.03445281,125.1646904,3
R7,0.1395449,0.2178132,1.461891,-0.0545587,0.15945291,108.888989,3
R7,0.1429357,0.2344494,1.461982,0.0033908,0.0166362,78.47973902,2
R7,0.1487363,0.2464445,1.460993,0.0058006,0.0119951,64.1924811,2
R7,0.1531703,0.2556566,1.459863,0.004434,0.0092121,64.29739594,2
R7,0.1595454,0.2684079,1.459369,0.0063751,0.0127513,63.43692592,2
R7,0.1665844,0.2761807,1.458213,0.007039,0.0077728,47.8362047,2
R7,0.1729091,0.2830808,1.457393,0.0063247,0.0069001,47.49132023,2
R7,0.1797946,0.2901706,1.455938,0.0068855,0.0070898,45.83752721,2
R7,0.1911488,0.308421,1.455099,0.0113542,0.0182504,58.11283953,2
R8,0.3365451,0.3872909,1.430426,0.1453963,0.0788699,28.47751939,1
